generation,selfStdDev,selfVx,selfVy,headOnOffset,headOnStdDev,headOnVx,headOnVy,fitness,accident
15,7.427800927044788,209.25321486419244,-62.465355562088924,483.7853322857777,0.8745989764626061,260.7298233495179,-40.8468578630092,1.00654746E-4,0
15,7.357791132174729,209.19745849745723,-62.445073605290204,379.22267041318526,14.252211135053836,260.7298233495179,-40.75759031400764,1.00708865E-4,0
15,7.427800927044788,209.0811156658482,-62.445073605290204,379.22267041318526,14.252211135053836,260.7298233495179,-40.81376031107499,1.0073248E-4,0
15,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065472E-4,0
15,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
16,7.357791132174729,209.25321486419244,-62.465355562088924,379.22267041318526,14.252211135053836,260.82290860895966,-40.75759031400764,1.00676814E-4,0
16,7.419077565124752,209.19745849745723,-62.445073605290204,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0065916E-4,0
16,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
16,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065472E-4,0
16,7.357791132174729,209.0811156658482,-62.445073605290204,379.22267041318526,14.252211135053836,260.7298233495179,-40.81376031107499,1.00732475E-4,0
17,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
17,7.357791132174729,209.31875131906523,-62.465355562088924,483.7853322857777,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0064145E-4,0
17,7.357791132174729,209.0811156658482,-62.445073605290204,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0068271E-4,0
17,7.419077565124752,209.19745849745723,-62.445073605290204,379.22267041318526,14.252211135053836,260.7298233495179,-40.81376031107499,1.00708894E-4,0
17,7.357791132174729,209.25321486419244,-62.445073605290204,483.7853322857777,0.8745989764626061,260.7298233495179,-40.80492375891913,1.00654725E-4,0
18,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
18,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065474E-4,0
18,7.357791132174729,209.25321486419244,-62.445073605290204,483.7853322857777,0.8745989764626061,260.7298233495179,-40.80492375891913,1.00654725E-4,0
18,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
18,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
19,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.75759031400764,1.0065472E-4,0
19,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.58471574936544,-40.80339938035856,1.0068019E-4,0
19,7.442583942303205,209.25321486419244,-62.445073605290204,483.7853322857777,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065474E-4,0
19,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065474E-4,0
19,7.357791132174729,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.75759031400764,1.0064786E-4,0
20,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.75759031400764,1.0065472E-4,0
20,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065474E-4,0
20,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.75759031400764,1.0065472E-4,0
20,7.346426107911925,209.25321486419244,-62.465355562088924,483.7853322857777,14.276215913259401,260.7298233495179,-40.80492375891913,1.0064789E-4,0
20,7.357791132174729,209.25321486419244,-62.465355562088924,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.00654725E-4,0
21,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065474E-4,0
21,7.357791132174729,209.25321486419244,-62.465355562088924,483.7525137200176,0.8745989764626061,260.7298233495179,-40.73314859485512,1.00654695E-4,0
21,7.357791132174729,209.25321486419244,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0065466E-4,0
21,7.357791132174729,209.25321486419244,-62.465355562088924,483.7525137200176,0.8745989764626061,260.7298233495179,-40.83766648588214,1.00654746E-4,0
21,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067587E-4,0
22,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00654805E-4,0
22,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.78978830356624,1.0067587E-4,0
22,7.357791132174729,209.14883278226688,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067579E-4,0
22,7.357791132174729,209.18320816117318,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.00668905E-4,0
22,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067587E-4,0
23,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00654805E-4,0
23,7.357791132174729,209.18299272857237,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0066887E-4,0
23,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.78978830356624,1.0067587E-4,0
23,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067587E-4,0
23,7.357791132174729,209.14883278226688,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067579E-4,0
24,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.78978830356624,1.0067587E-4,0
24,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00654805E-4,0
24,7.357791132174729,209.14883278226688,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067579E-4,0
24,7.357791132174729,209.14883278226688,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067579E-4,0
24,7.357791132174729,209.18299272857237,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00669015E-4,0
25,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.78978830356624,1.0065479E-4,0
25,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.0067588E-4,0
25,7.357791132174729,209.14883278226688,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067579E-4,0
25,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8020898345124793,260.7298233495179,-40.80492375891913,1.00678E-4,0
25,7.357791132174729,209.14883278226688,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.78978830356624,1.0067587E-4,0
26,7.357791132174729,209.13806415013255,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.80492375891913,1.0067805E-4,0
26,7.357791132174729,209.25321486419244,-62.34976266036359,483.9142385297511,0.8020898345124793,260.82254265656013,-40.78978830356624,1.00634104E-4,0
26,7.357791132174729,209.14883278226688,-62.55212282888803,483.9142385297511,0.8020898345124793,260.7298233495179,-40.80492375891913,1.0067577E-4,0
26,7.357791132174729,209.13806415013255,-62.445073605290204,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00678066E-4,0
26,7.357791132174729,209.26693379480562,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00652025E-4,0
27,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8020898345124793,260.82254265656013,-40.78978830356624,1.0065735E-4,0
27,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00654805E-4,0
27,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.7795212221102511,260.7298233495179,-40.78978830356624,1.0065483E-4,0
27,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8020898345124793,260.82254265656013,-40.80492375891913,1.0065736E-4,0
27,7.357791132174729,209.26693379480562,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00652025E-4,0
28,7.357791132174729,209.41462503828996,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.0062215E-4,0
28,7.357791132174729,209.26693379480562,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00652025E-4,0
28,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8020898345124793,260.7298233495179,-40.95820118255195,1.0067808E-4,0
28,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8745989764626061,260.82254265656013,-40.78978830356624,1.00634155E-4,0
28,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8020898345124793,260.82254265656013,-40.80492375891913,1.0065736E-4,0
29,7.357791132174729,209.26693379480562,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.828803365929815,1.00652025E-4,0
29,7.205142378075161,209.26693379480562,-62.34976266036359,483.7525137200176,0.8745989764626061,260.8028587942249,-40.828803365929815,1.00635756E-4,0
29,7.357791132174729,209.13806415013255,-62.34976266036359,483.9142385297511,0.8020898345124793,260.7298233495179,-40.95820118255195,1.0067813E-4,0
29,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8745989764626061,260.82254265656013,-40.78978830356624,1.00634104E-4,0
29,7.357791132174729,209.41462503828996,-62.34976266036359,483.7525137200176,0.8745989764626061,260.7298233495179,-40.78978830356624,1.0062213E-4,0
30,7.357791132174729,209.26693379480562,-62.34976266036359,483.7525137200176,0.8020898345124793,260.7298233495179,-40.95820118255195,1.0065213E-4,0
30,7.357791132174729,209.13806415013255,-62.34976266036359,483.9142385297511,0.8745989764626061,260.7298233495179,-40.8111471092577,1.0067802E-4,0
30,7.357791132174729,209.25321486419244,-62.34976266036359,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063406E-4,0
30,7.357791132174729,209.13806415013255,-62.445073605290204,483.7525137200176,0.8020898345124793,260.7298233495179,-40.95820118255195,1.0067816E-4,0
30,7.357791132174729,209.13806415013255,-62.34976266036359,483.9142385297511,0.8745989764626061,260.7298233495179,-40.78978830356624,1.00678E-4,0
31,7.357791132174729,209.264760282501,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063168E-4,0
31,7.357791132174729,209.25321486419244,-62.34976266036359,483.7525137200176,0.8020898345124793,260.7298233495179,-40.95820118255195,1.0065491E-4,0
31,7.357791132174729,209.25321486419244,-62.34976266036359,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063406E-4,0
31,7.357791132174729,209.13806415013255,-62.445073605290204,483.7525137200176,0.8020898345124793,260.7298233495179,-40.95820118255195,1.0067816E-4,0
31,7.357791132174729,209.25321486419244,-62.445073605290204,483.7525137200176,0.8020898345124793,260.5979750767279,-40.95820118255195,1.0068422E-4,0
32,7.357791132174729,209.264760282501,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063168E-4,0
32,7.357791132174729,209.25321486419244,-62.34976266036359,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063406E-4,0
32,7.357791132174729,209.28315857062748,-62.445073605290204,483.7525137200176,0.8020898345124793,260.82254265656013,-40.78978830356624,1.0062808E-4,0
32,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
32,7.357791132174729,209.264760282501,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063168E-4,0
33,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
33,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
33,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
33,7.357791132174729,209.264760282501,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.78978830356624,1.0063168E-4,0
33,7.357791132174729,209.28315857062748,-62.445073605290204,483.7525137200176,0.7485944004494534,260.82254265656013,-40.78978830356624,1.0062811E-4,0
34,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
34,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
34,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
34,7.357791132174729,209.264760282501,-62.445073605290204,483.9142385297511,0.8745989764626061,260.88229546024706,-40.78978830356624,1.0061839E-4,0
34,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.95820118255195,1.006574E-4,0
35,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
35,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.95820118255195,1.006574E-4,0
35,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
35,7.357791132174729,209.13806415013255,-62.415686027676756,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678066E-4,0
35,7.357791132174729,209.13806415013255,-62.417399445767174,483.8228374759279,0.9492260152639703,260.7298233495179,-40.95820118255195,1.0067807E-4,0
36,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.8223563894104,-40.95820118255195,1.0065744E-4,0
36,7.357791132174729,209.13806415013255,-62.415686027676756,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678066E-4,0
36,7.357791132174729,209.18436011569662,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.99721987870761,1.0066869E-4,0
36,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
36,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.82254265656013,-40.95820118255195,1.006574E-4,0
37,7.357791132174729,209.13806415013255,-62.415686027676756,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678066E-4,0
37,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678044E-4,0
37,7.357791132174729,209.1424730034141,-62.445073605290204,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.0067715E-4,0
37,7.357791132174729,209.13806415013255,-62.415686027676756,483.9142385297511,0.8745989764626061,260.7298233495179,-40.95820118255195,1.00678066E-4,0
37,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.8542643001149,-40.984535914298775,1.0065035E-4,0
38,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.8542643001149,-40.984535914298775,1.0065035E-4,0
38,7.357791132174729,209.13806415013255,-62.445073605290204,483.9142385297511,0.8745989764626061,260.8542643001149,-40.984535914298775,1.0065035E-4,0
