comments;selfDestDist;selfSpeed;headOnSelected;headOnOffset;headOnIsRightSide;headOnSpeed;crossingSelected;crossingEncounterAngle;crossingIsRightSide;crossingSpeed;tailApproachSelected;tailApproachOffset;tailApproachIsRightSide;tailApproachSpeed
maxOscillation-interesting;1233.4939402384;25.7257921493;0;5.4379997664;0;24.5680894704;1;3.090829762;0;22.7665619443;0;12.7326989018;1;23.8995251394
circle,1249.8999999999999,22.387999999999998,1.0,0.0,0.0,22.387999999999998,0.0,0.5235987755982988,1.0,22.387999999999998,0.0,0.0,1.0,1.0
interesting,1044.0,22.387999999999998,1.0,0.0,0.0,22.387999999999998,0.0,0.5235987755982988,1.0,22.387999999999998,0.0,0.0,1.0,26.853999999999996
showme,1063.7908360246,24.0835300208,0.0,13.9483071057,1.0,25.8719921116,1.0,0.1767855562,0.0,24.1613447213,0.0,6.0774055331,0.0,25.0204897106
test,1079.2339040654,25.982686381,0.0,13.3008990988,0.0,19.7661168724,1.0,0.8231511328,0.0,15.2739259292,0.0,5.7762560615,1.0,15.552297394
2.1-trail3-2-uncertainty,1170.0589234704,24.8938005721,0.0,16.8010259116,0.0,16.6725271602,1.0,0.4985343866,0.0,24.0807546156,0.0,14.4403968535,1.0,16.9660559871
2.3-typicalencounters,1043.8680386758,26.3151576868,0.0,12.5857908842,1.0,22.6247419951,1.0,0.9022841971,0.0,15.2332025424,0.0,13.9452261494,0.0,20.957646442
